inputs,target
"Wow, that's a long time. I bet you're really good at it. What kind of music do you play? @ No, I don't play any musical instruments. I wish I could play an instrument though.","I play jazz, blues, and folk. I love all kinds of music. Do you play any instruments?"
"I was a cashier at a grocery store. It was the only job I could find. @ I do, I like to go to the park and play with my dog. What about you?",That's unfortunate. Do you have any hobbies you can do to pass the time?
That's unfortunate. Do you have any hobbies you can do to pass the time? @ I love going to the beach and swimming. What kind of dog do you have?,"I do, I like to go to the park and play with my dog. What about you?"
"Do you have any pets? I have a fish named spot that I keep in my pond. @ Yes, they are easy to care for. Do you play any instruments? I play the violin.","I don't, but I'd love to get a fish. I've heard they're easy to take care of."
"I don't, but I'd love to get a fish. I've heard they're easy to take care of. @ I used to play the piano when I was younger, but haven't picked it up in a while. How long have you been playing?","Yes, they are easy to care for. Do you play any instruments? I play the violin."
"I used to play the piano when I was younger, but haven't picked it up in a while. How long have you been playing? @ Oh wow, that's a long time. I bet you're really good at it. What kind of music do you like to play?","I've been playing for about 10 years now. It's a lot of fun, but it can be difficult at times."
"I've been playing for about 10 years now. It's a lot of fun, but it can be difficult at times. @ I like all kinds of music, but my favorite is classical music. What about you?","Oh wow, that's a long time. I bet you're really good at it. What kind of music do you like to play?"
"Oh wow, that's a long time. I bet you're really good at it. What kind of music do you like to play? @ I don't really have a favorite genre, but I do like to listen to music.","I like all kinds of music, but my favorite is classical music. What about you?"
"That sounds like a lot of fun. What kind of fishing do you like to do? @ That sounds like fun. I've never been fishing, but I'd like to try.","I like to go fishing for trout, salmon, steelhead, and bass."
"I like to go fishing for trout, salmon, steelhead, and bass. @ It is very relaxing. You should give it a try. What do you do for fun?","That sounds like fun. I've never been fishing, but I'd like to try."
"That sounds like fun. I've never been fishing, but I'd like to try. @ I don't have a lot of free time, but when I do, I like going to the beach.",It is very relaxing. You should give it a try. What do you do for fun?
It is very relaxing. You should give it a try. What do you do for fun? @ I like to go fishing on the weekends. It is a great way to relax.,"I don't have a lot of free time, but when I do, I like going to the beach."
"I don't have a lot of free time, but when I do, I like going to the beach. @ I have never been fishing, but I would like to try it someday. What kind of fishing do you like to do?",I like to go fishing on the weekends. It is a great way to relax.
"I like to go fishing on the weekends. It is a great way to relax. @ I love fishing for trout, salmon, steelhead, bass, and catfish.","I have never been fishing, but I would like to try it someday. What kind of fishing do you like to do?"
"I have never been fishing, but I would like to try it someday. What kind of fishing do you like to do? @ That sounds like a lot of fun. Do you use a fishing rod and reel?","I love fishing for trout, salmon, steelhead, bass, and catfish."
I like it because it's so fast-paced and energetic. What do you like about it? @ I like that too. It's a great way to get in the zone. Do you like any other genres of music?,I like the fact that it is so fast paced. It makes me feel like I am going fast.
I like the fact that it is so fast paced. It makes me feel like I am going fast. @ I love all kinds of music. I listen to it all the time. What about you?,I like that too. It's a great way to get in the zone. Do you like any other genres of music?
I like that too. It's a great way to get in the zone. Do you like any other genres of music? @ I like a lot of different types of music as well. What is your favorite genre?,I love all kinds of music. I listen to it all the time. What about you?
I love all kinds of music. I listen to it all the time. What about you? @ I don't really have a specific genre I like. I just like music in general.,I like a lot of different types of music as well. What is your favorite genre?
"I like a lot of different types of music as well. What is your favorite genre? @ I like all kinds as well, but my favorite is rock music. What kind of music do you like?",I don't really have a specific genre I like. I just like music in general.
I don't really have a specific genre I like. I just like music in general. @ I listen to a little bit of everything. My favorite band is Led Zeppelin. What about you?,"I like all kinds as well, but my favorite is rock music. What kind of music do you like?"
